id,season,team1,team2,result,target,team2_score,balls_30,team2_30_rn,team2_30_wk,team2_30_ach,balls_60,team2_60_rn,team2_60_wk,team2_60_ach,balls_90,team2_90_rn,team2_90_wk,team2_90_ach,dl_applied,winner,win_by_runs,win_by_wickets,team2_win
190,2010,Kings XI Punjab,Chennai Super Kings,tie,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,0,
191,2010,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,7,
192,2010,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,36,0,
193,2010,Rajasthan Royals,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,31,0,
194,2010,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
195,2010,Deccan Chargers,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,8,
196,2010,Kolkata Knight Riders,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,39,0,
197,2010,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,17,0,
198,2010,Rajasthan Royals,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,17,0,
199,2010,Mumbai Indians,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,41,0,
200,2010,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,40,0,
201,2010,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,4,
202,2010,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
203,2010,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,67,0,
204,2010,Kolkata Knight Riders,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,24,0,
205,2010,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,6,
206,2010,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,23,0,
207,2010,Mumbai Indians,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,63,0,
208,2010,Kolkata Knight Riders,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,8,
209,2010,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,37,0,
210,2010,Rajasthan Royals,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,2,0,
211,2010,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,24,0,
212,2010,Kings XI Punjab,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,9,
213,2010,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,14,0,
214,2010,Royal Challengers Bangalore,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,0,7,
215,2010,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
216,2010,Chennai Super Kings,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,0,6,
217,2010,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,7,
218,2010,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,7,
219,2010,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,37,0,
220,2010,Deccan Chargers,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,13,0,
221,2010,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,39,0,
222,2010,Kolkata Knight Riders,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,9,
223,2010,Rajasthan Royals,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,5,
224,2010,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
225,2010,Kings XI Punjab,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,0,5,
226,2010,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,57,0,
227,2010,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
228,2010,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,6,
229,2010,Deccan Chargers,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,11,0,
230,2010,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,9,
231,2010,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,35,0,
232,2010,Chennai Super Kings,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,38,0,
233,2010,Deccan Chargers,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
234,2010,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,22,0,
235,2011,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,2,0,
236,2011,Deccan Chargers,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,8,
237,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,6,
238,2011,Delhi Daredevils,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,8,
239,2011,Kings XI Punjab,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,0,7,
240,2011,Kolkata Knight Riders,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,9,0,
241,2011,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,6,
242,2011,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,9,
243,2011,Chennai Super Kings,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
244,2011,Kochi Tuskers Kerala,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,0,4,
245,2011,Deccan Chargers,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,33,0,
246,2011,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,9,
247,2011,Mumbai Indians,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Kochi Tuskers Kerala,0,8,
248,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,21,0,
249,2011,Deccan Chargers,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,8,
250,2011,Pune Warriors,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,3,
251,2011,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
253,2011,Deccan Chargers,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,16,0,
254,2011,Pune Warriors,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,7,
255,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kochi Tuskers Kerala,6,0,
256,2011,Kings XI Punjab,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,48,0,
257,2011,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,8,0,
258,2011,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
259,2011,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,29,0,
260,2011,Mumbai Indians,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,37,0,
261,2011,Kochi Tuskers Kerala,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,8,
262,2011,Chennai Super Kings,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,25,0,
263,2011,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,3,
264,2011,Pune Warriors,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,8,
265,2011,Deccan Chargers,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,55,0,
266,2011,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,17,0,
267,2011,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,7,
268,2011,Royal Challengers Bangalore,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,26,0,
269,2011,Delhi Daredevils,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,38,0,
270,2011,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
271,2011,Pune Warriors,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,6,
272,2011,Chennai Super Kings,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,19,0,
273,2011,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,23,0,
274,2011,Delhi Daredevils,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Kochi Tuskers Kerala,0,7,
275,2011,Kolkata Knight Riders,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,20,0,
276,2011,Rajasthan Royals,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,8,
277,2011,Mumbai Indians,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,21,0,
278,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kochi Tuskers Kerala,17,0,
279,2011,Deccan Chargers,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,4,
280,2011,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,85,0,
282,2011,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,32,0,
283,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
284,2011,Kings XI Punjab,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,0,5,
285,2011,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,63,0,
286,2011,Deccan Chargers,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,0,6,
287,2011,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,76,0,
288,2011,Rajasthan Royals,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
289,2011,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,18,0,
290,2011,Kochi Tuskers Kerala,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
292,2011,Deccan Chargers,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,10,0,
293,2011,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,29,0,
294,2011,Rajasthan Royals,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Kochi Tuskers Kerala,0,8,
295,2011,Pune Warriors,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,0,6,
296,2011,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,111,0,
297,2011,Chennai Super Kings,Kochi Tuskers Kerala,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,11,0,
298,2011,Pune Warriors,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,7,
299,2011,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,10,
300,2011,Deccan Chargers,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,82,0,
301,2011,Delhi Daredevils,Pune Warriors,no result,,,90,,,,60,,,,30,,,,0,,0,0,
302,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,8,
303,2011,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
304,2011,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,6,
305,2011,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,4,
306,2011,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,43,0,
307,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,58,0,
308,2012,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,8,
309,2012,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,8,
310,2012,Pune Warriors,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,28,0,
311,2012,Rajasthan Royals,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,31,0,
312,2012,Royal Challengers Bangalore,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,20,0,
313,2012,Chennai Super Kings,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,74,0,
314,2012,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,22,0,
315,2012,Pune Warriors,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,22,0,
316,2012,Deccan Chargers,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
317,2012,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,42,0,
318,2012,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,8,
319,2012,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,27,0,
320,2012,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
321,2012,Pune Warriors,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,7,
322,2012,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,5,
323,2012,Deccan Chargers,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,5,
324,2012,Chennai Super Kings,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,0,7,
325,2012,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,2,0,
326,2012,Rajasthan Royals,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,59,0,
327,2012,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,7,
328,2012,Deccan Chargers,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,5,
329,2012,Pune Warriors,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,6,
330,2012,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
331,2012,Deccan Chargers,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,9,
332,2012,Chennai Super Kings,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,13,0,
333,2012,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,5,
334,2012,Rajasthan Royals,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,7,
335,2012,Pune Warriors,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,20,0,
336,2012,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
337,2012,Deccan Chargers,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,5,
338,2012,Royal Challengers Bangalore,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,46,0,
339,2012,Pune Warriors,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,8,
340,2012,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,4,
341,2012,Deccan Chargers,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,18,0,
342,2012,Delhi Daredevils,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,37,0,
343,2012,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,7,0,
344,2012,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,47,0,
345,2012,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,1,0,
346,2012,Deccan Chargers,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
347,2012,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,5,
348,2012,Deccan Chargers,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,13,0,
349,2012,Rajasthan Royals,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
350,2012,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,4,
351,2012,Mumbai Indians,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,1,0,
352,2012,Chennai Super Kings,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,10,0,
353,2012,Kolkata Knight Riders,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,7,0,
354,2012,Rajasthan Royals,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,43,0,
355,2012,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,2,
356,2012,Deccan Chargers,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,5,
357,2012,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,6,
358,2012,Pune Warriors,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,7,
359,2012,Kings XI Punjab,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,25,0,
360,2012,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
361,2012,Rajasthan Royals,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,4,
362,2012,Royal Challengers Bangalore,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,35,0,
363,2012,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,27,0,
364,2012,Delhi Daredevils,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,9,
365,2012,Rajasthan Royals,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,45,0,
366,2012,Deccan Chargers,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,4,
367,2012,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
368,2012,Kolkata Knight Riders,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
369,2012,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,5,
370,2012,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,32,0,
371,2012,Chennai Super Kings,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
372,2012,Royal Challengers Bangalore,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,21,0,
373,2012,Rajasthan Royals,Deccan Chargers,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,0,5,
374,2012,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
375,2012,Kolkata Knight Riders,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,34,0,
376,2012,Deccan Chargers,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Deccan Chargers,9,0,
377,2012,Rajasthan Royals,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,10,
378,2012,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,18,0,
379,2012,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,38,0,
